object_id,class,split,object_path
airplane_0192,airplane,train,airplane/train/airplane_0192.off
airplane_0193,airplane,train,airplane/train/airplane_0193.off
airplane_0194,airplane,train,airplane/train/airplane_0194.off
airplane_0195,airplane,train,airplane/train/airplane_0195.off
airplane_0196,airplane,train,airplane/train/airplane_0196.off
airplane_0197,airplane,train,airplane/train/airplane_0197.off
airplane_0198,airplane,train,airplane/train/airplane_0198.off
airplane_0199,airplane,train,airplane/train/airplane_0199.off
airplane_0200,airplane,train,airplane/train/airplane_0200.off
airplane_0201,airplane,train,airplane/train/airplane_0201.off
airplane_0202,airplane,train,airplane/train/airplane_0202.off
airplane_0203,airplane,train,airplane/train/airplane_0203.off
airplane_0204,airplane,train,airplane/train/airplane_0204.off
airplane_0205,airplane,train,airplane/train/airplane_0205.off
airplane_0206,airplane,train,airplane/train/airplane_0206.off
airplane_0207,airplane,train,airplane/train/airplane_0207.off
airplane_0208,airplane,train,airplane/train/airplane_0208.off
airplane_0209,airplane,train,airplane/train/airplane_0209.off
airplane_0210,airplane,train,airplane/train/airplane_0210.off
airplane_0211,airplane,train,airplane/train/airplane_0211.off
airplane_0212,airplane,train,airplane/train/airplane_0212.off
airplane_0213,airplane,train,airplane/train/airplane_0213.off
airplane_0214,airplane,train,airplane/train/airplane_0214.off
airplane_0215,airplane,train,airplane/train/airplane_0215.off
airplane_0216,airplane,train,airplane/train/airplane_0216.off
airplane_0217,airplane,train,airplane/train/airplane_0217.off
airplane_0218,airplane,train,airplane/train/airplane_0218.off
airplane_0219,airplane,train,airplane/train/airplane_0219.off
airplane_0220,airplane,train,airplane/train/airplane_0220.off
airplane_0221,airplane,train,airplane/train/airplane_0221.off
airplane_0222,airplane,train,airplane/train/airplane_0222.off
airplane_0223,airplane,train,airplane/train/airplane_0223.off
airplane_0224,airplane,train,airplane/train/airplane_0224.off
airplane_0225,airplane,train,airplane/train/airplane_0225.off
airplane_0226,airplane,train,airplane/train/airplane_0226.off
airplane_0227,airplane,train,airplane/train/airplane_0227.off
airplane_0228,airplane,train,airplane/train/airplane_0228.off
airplane_0229,airplane,train,airplane/train/airplane_0229.off
airplane_0230,airplane,train,airplane/train/airplane_0230.off
airplane_0231,airplane,train,airplane/train/airplane_0231.off
airplane_0232,airplane,train,airplane/train/airplane_0232.off
airplane_0233,airplane,train,airplane/train/airplane_0233.off
airplane_0234,airplane,train,airplane/train/airplane_0234.off
airplane_0235,airplane,train,airplane/train/airplane_0235.off
airplane_0236,airplane,train,airplane/train/airplane_0236.off
airplane_0237,airplane,train,airplane/train/airplane_0237.off
airplane_0238,airplane,train,airplane/train/airplane_0238.off
airplane_0239,airplane,train,airplane/train/airplane_0239.off
airplane_0240,airplane,train,airplane/train/airplane_0240.off
airplane_0241,airplane,train,airplane/train/airplane_0241.off
airplane_0242,airplane,train,airplane/train/airplane_0242.off
airplane_0243,airplane,train,airplane/train/airplane_0243.off
airplane_0244,airplane,train,airplane/train/airplane_0244.off
airplane_0245,airplane,train,airplane/train/airplane_0245.off
airplane_0246,airplane,train,airplane/train/airplane_0246.off
airplane_0247,airplane,train,airplane/train/airplane_0247.off
airplane_0248,airplane,train,airplane/train/airplane_0248.off
airplane_0249,airplane,train,airplane/train/airplane_0249.off
airplane_0250,airplane,train,airplane/train/airplane_0250.off
airplane_0251,airplane,train,airplane/train/airplane_0251.off
airplane_0252,airplane,train,airplane/train/airplane_0252.off
airplane_0253,airplane,train,airplane/train/airplane_0253.off
airplane_0254,airplane,train,airplane/train/airplane_0254.off
airplane_0255,airplane,train,airplane/train/airplane_0255.off
airplane_0256,airplane,train,airplane/train/airplane_0256.off
airplane_0257,airplane,train,airplane/train/airplane_0257.off
airplane_0258,airplane,train,airplane/train/airplane_0258.off
airplane_0259,airplane,train,airplane/train/airplane_0259.off
airplane_0260,airplane,train,airplane/train/airplane_0260.off
airplane_0261,airplane,train,airplane/train/airplane_0261.off
airplane_0262,airplane,train,airplane/train/airplane_0262.off
airplane_0263,airplane,train,airplane/train/airplane_0263.off
airplane_0264,airplane,train,airplane/train/airplane_0264.off
airplane_0265,airplane,train,airplane/train/airplane_0265.off
airplane_0266,airplane,train,airplane/train/airplane_0266.off
airplane_0267,airplane,train,airplane/train/airplane_0267.off
airplane_0268,airplane,train,airplane/train/airplane_0268.off
airplane_0269,airplane,train,airplane/train/airplane_0269.off
airplane_0270,airplane,train,airplane/train/airplane_0270.off
airplane_0271,airplane,train,airplane/train/airplane_0271.off
airplane_0272,airplane,train,airplane/train/airplane_0272.off
airplane_0273,airplane,train,airplane/train/airplane_0273.off
airplane_0274,airplane,train,airplane/train/airplane_0274.off
airplane_0275,airplane,train,airplane/train/airplane_0275.off
airplane_0276,airplane,train,airplane/train/airplane_0276.off
airplane_0277,airplane,train,airplane/train/airplane_0277.off
airplane_0278,airplane,train,airplane/train/airplane_0278.off
airplane_0279,airplane,train,airplane/train/airplane_0279.off
airplane_0280,airplane,train,airplane/train/airplane_0280.off
airplane_0281,airplane,train,airplane/train/airplane_0281.off
airplane_0282,airplane,train,airplane/train/airplane_0282.off
airplane_0283,airplane,train,airplane/train/airplane_0283.off
airplane_0284,airplane,train,airplane/train/airplane_0284.off
airplane_0285,airplane,train,airplane/train/airplane_0285.off
airplane_0286,airplane,train,airplane/train/airplane_0286.off
airplane_0287,airplane,train,airplane/train/airplane_0287.off
airplane_0288,airplane,train,airplane/train/airplane_0288.off
airplane_0289,airplane,train,airplane/train/airplane_0289.off
airplane_0290,airplane,train,airplane/train/airplane_0290.off
airplane_0291,airplane,train,airplane/train/airplane_0291.off
airplane_0292,airplane,train,airplane/train/airplane_0292.off
airplane_0293,airplane,train,airplane/train/airplane_0293.off
airplane_0294,airplane,train,airplane/train/airplane_0294.off
airplane_0295,airplane,train,airplane/train/airplane_0295.off
airplane_0296,airplane,train,airplane/train/airplane_0296.off
airplane_0297,airplane,train,airplane/train/airplane_0297.off
airplane_0298,airplane,train,airplane/train/airplane_0298.off
airplane_0299,airplane,train,airplane/train/airplane_0299.off
airplane_0300,airplane,train,airplane/train/airplane_0300.off
airplane_0301,airplane,train,airplane/train/airplane_0301.off
airplane_0302,airplane,train,airplane/train/airplane_0302.off
airplane_0303,airplane,train,airplane/train/airplane_0303.off
airplane_0304,airplane,train,airplane/train/airplane_0304.off
airplane_0305,airplane,train,airplane/train/airplane_0305.off
airplane_0306,airplane,train,airplane/train/airplane_0306.off
airplane_0307,airplane,train,airplane/train/airplane_0307.off
airplane_0308,airplane,train,airplane/train/airplane_0308.off
airplane_0309,airplane,train,airplane/train/airplane_0309.off
airplane_0310,airplane,train,airplane/train/airplane_0310.off
airplane_0311,airplane,train,airplane/train/airplane_0311.off
airplane_0312,airplane,train,airplane/train/airplane_0312.off
airplane_0313,airplane,train,airplane/train/airplane_0313.off
airplane_0314,airplane,train,airplane/train/airplane_0314.off
airplane_0315,airplane,train,airplane/train/airplane_0315.off
airplane_0316,airplane,train,airplane/train/airplane_0316.off
airplane_0317,airplane,train,airplane/train/airplane_0317.off
airplane_0318,airplane,train,airplane/train/airplane_0318.off
airplane_0319,airplane,train,airplane/train/airplane_0319.off
airplane_0320,airplane,train,airplane/train/airplane_0320.off
airplane_0321,airplane,train,airplane/train/airplane_0321.off
airplane_0322,airplane,train,airplane/train/airplane_0322.off
airplane_0323,airplane,train,airplane/train/airplane_0323.off
airplane_0324,airplane,train,airplane/train/airplane_0324.off
airplane_0325,airplane,train,airplane/train/airplane_0325.off
airplane_0326,airplane,train,airplane/train/airplane_0326.off
airplane_0327,airplane,train,airplane/train/airplane_0327.off
airplane_0328,airplane,train,airplane/train/airplane_0328.off
airplane_0329,airplane,train,airplane/train/airplane_0329.off
airplane_0330,airplane,train,airplane/train/airplane_0330.off
airplane_0331,airplane,train,airplane/train/airplane_0331.off
airplane_0332,airplane,train,airplane/train/airplane_0332.off
airplane_0333,airplane,train,airplane/train/airplane_0333.off
airplane_0334,airplane,train,airplane/train/airplane_0334.off
airplane_0335,airplane,train,airplane/train/airplane_0335.off
airplane_0336,airplane,train,airplane/train/airplane_0336.off
airplane_0337,airplane,train,airplane/train/airplane_0337.off
airplane_0338,airplane,train,airplane/train/airplane_0338.off
airplane_0339,airplane,train,airplane/train/airplane_0339.off
airplane_0340,airplane,train,airplane/train/airplane_0340.off
airplane_0341,airplane,train,airplane/train/airplane_0341.off
airplane_0342,airplane,train,airplane/train/airplane_0342.off
airplane_0343,airplane,train,airplane/train/airplane_0343.off
airplane_0344,airplane,train,airplane/train/airplane_0344.off
airplane_0345,airplane,train,airplane/train/airplane_0345.off
airplane_0346,airplane,train,airplane/train/airplane_0346.off
airplane_0347,airplane,train,airplane/train/airplane_0347.off
airplane_0348,airplane,train,airplane/train/airplane_0348.off
airplane_0349,airplane,train,airplane/train/airplane_0349.off
airplane_0350,airplane,train,airplane/train/airplane_0350.off
airplane_0351,airplane,train,airplane/train/airplane_0351.off
airplane_0352,airplane,train,airplane/train/airplane_0352.off
airplane_0353,airplane,train,airplane/train/airplane_0353.off
airplane_0354,airplane,train,airplane/train/airplane_0354.off
airplane_0355,airplane,train,airplane/train/airplane_0355.off
airplane_0356,airplane,train,airplane/train/airplane_0356.off
airplane_0357,airplane,train,airplane/train/airplane_0357.off
airplane_0358,airplane,train,airplane/train/airplane_0358.off
airplane_0359,airplane,train,airplane/train/airplane_0359.off
airplane_0360,airplane,train,airplane/train/airplane_0360.off
airplane_0361,airplane,train,airplane/train/airplane_0361.off
airplane_0362,airplane,train,airplane/train/airplane_0362.off
airplane_0363,airplane,train,airplane/train/airplane_0363.off
airplane_0364,airplane,train,airplane/train/airplane_0364.off
airplane_0365,airplane,train,airplane/train/airplane_0365.off
airplane_0366,airplane,train,airplane/train/airplane_0366.off
airplane_0367,airplane,train,airplane/train/airplane_0367.off
airplane_0368,airplane,train,airplane/train/airplane_0368.off
airplane_0369,airplane,train,airplane/train/airplane_0369.off
airplane_0370,airplane,train,airplane/train/airplane_0370.off
airplane_0371,airplane,train,airplane/train/airplane_0371.off
airplane_0372,airplane,train,airplane/train/airplane_0372.off
airplane_0373,airplane,train,airplane/train/airplane_0373.off
airplane_0374,airplane,train,airplane/train/airplane_0374.off
airplane_0375,airplane,train,airplane/train/airplane_0375.off
airplane_0376,airplane,train,airplane/train/airplane_0376.off
airplane_0377,airplane,train,airplane/train/airplane_0377.off
airplane_0378,airplane,train,airplane/train/airplane_0378.off
airplane_0379,airplane,train,airplane/train/airplane_0379.off
airplane_0380,airplane,train,airplane/train/airplane_0380.off
airplane_0381,airplane,train,airplane/train/airplane_0381.off
airplane_0382,airplane,train,airplane/train/airplane_0382.off
airplane_0383,airplane,train,airplane/train/airplane_0383.off
airplane_0384,airplane,train,airplane/train/airplane_0384.off
airplane_0385,airplane,train,airplane/train/airplane_0385.off
airplane_0386,airplane,train,airplane/train/airplane_0386.off
airplane_0387,airplane,train,airplane/train/airplane_0387.off
airplane_0388,airplane,train,airplane/train/airplane_0388.off
airplane_0389,airplane,train,airplane/train/airplane_0389.off
airplane_0390,airplane,train,airplane/train/airplane_0390.off
airplane_0391,airplane,train,airplane/train/airplane_0391.off
airplane_0392,airplane,train,airplane/train/airplane_0392.off
airplane_0393,airplane,train,airplane/train/airplane_0393.off
airplane_0394,airplane,train,airplane/train/airplane_0394.off
airplane_0395,airplane,train,airplane/train/airplane_0395.off
airplane_0396,airplane,train,airplane/train/airplane_0396.off
airplane_0397,airplane,train,airplane/train/airplane_0397.off
airplane_0398,airplane,train,airplane/train/airplane_0398.off
airplane_0399,airplane,train,airplane/train/airplane_0399.off
